"","Binomial","order","family","genus","species","Mean_brain_mass_g","Mean_body_mass_g","Brain.resid","T_resid"
"739","Distoechurus_pennatus","Diprotodontia","Acrobatidae","Distoechurus","pennatus",0.94,50,-0.041135148,-0.021631094
"740","Burramys_parvus","Diprotodontia","Burramyidae","Burramys","parvus",1,41.5,0.046428988,0.056170358
"741","Pseudochirulus_canescens","Diprotodontia","Pseudocheiridae","Pseudochirulus","canescens",1.8,300,-0.342609302,-0.229226536
"742","Pseudochirulus_mayeri","Diprotodontia","Pseudocheiridae","Pseudochirulus","mayeri",2.01,151.75,-0.072689292,0.004983965
"743","Petaurus_breviceps","Diprotodontia","Petauridae","Petaurus","breviceps",2.09,127.5,0.000975345,0.069525736
"744","Pseudochirulus_schlegeli","Diprotodontia","Pseudocheiridae","Pseudochirulus","schlegeli",2.8,274,-0.121195486,-0.012562528
"745","Gymnobelideus_leadbeateri","Diprotodontia","Petauridae","Gymnobelideus","leadbeateri",2.85,133,0.1219177,0.192680865
"746","Petaurus_norfolcensis","Diprotodontia","Petauridae","Petaurus","norfolcensis",3.02,230,-0.031329005,0.068132323
"747","Hemibelideus_lemuroides","Diprotodontia","Pseudocheiridae","Hemibelideus","lemuroides",3.15,952.5,-0.475882513,-0.301967741
"748","Pseudochirulus_caroli","Diprotodontia","Pseudocheiridae","Pseudochirulus","caroli",3.2,440,-0.217481543,-0.08403201
"749","Pseudochirulus_forbesi","Diprotodontia","Pseudocheiridae","Pseudochirulus","forbesi",3.36,650,-0.323388923,-0.169495099
"750","Pseudochirulus_herbertensis","Diprotodontia","Pseudocheiridae","Pseudochirulus","herbertensis",4.32,1115,-0.390017204,-0.20784924
"751","Dactylopsila_tatei","Diprotodontia","Petauridae","Dactylopsila","tatei",4.45,252,0.107269261,0.211516833
"752","Pseudocheirus_peregrinus","Diprotodontia","Pseudocheiridae","Pseudocheirus","peregrinus",4.52,900,-0.300587605,-0.12964337
"753","Pseudochirops_albertisii","Diprotodontia","Pseudocheiridae","Pseudochirops","albertisii",4.68,784.5,-0.240742605,-0.076994687
"754","Petauroides_volans","Diprotodontia","Pseudocheiridae","Petauroides","volans",4.69,1700,-0.491709912,-0.287443231
"755","Petropseudes_dahli","Diprotodontia","Pseudocheiridae","Petropseudes","dahli",5.038,2000,-0.513560884,-0.300779072
"756","Pseudochirops_coronatus","Diprotodontia","Pseudocheiridae","Pseudochirops","coronatus",5.13,1500,-0.411996768,-0.214287973
"757","Pseudochirops_corinnae","Diprotodontia","Pseudocheiridae","Pseudochirops","corinnae",5.36,1123,-0.298664849,-0.116122301
"758","Petaurus_australis","Diprotodontia","Petauridae","Petaurus","australis",5.71,555,-0.041626339,0.103988899
"759","Dactylopsila_trivirgata","Diprotodontia","Petauridae","Dactylopsila","trivirgata",5.83,423,0.055871383,0.187256432
"760","Pseudochirops_archeri","Diprotodontia","Pseudocheiridae","Pseudochirops","archeri",5.87,1095,-0.250967234,-0.069747616
"761","Phalanger_lullulae","Diprotodontia","Phalangeridae","Phalanger","lullulae",6.09,1632.5,-0.365068542,-0.162924668
"762","Potorous_platyops","Diprotodontia","Potoroidae","Potorous","platyops",6.3,600,-0.024315832,0.125384179
"763","Dactylopsila_palpator","Diprotodontia","Petauridae","Dactylopsila","palpator",6.91,435,0.120569125,0.253419855
"764","Lagostrophus_fasciatus","Diprotodontia","Macropodidae","Lagostrophus","fasciatus",7,1750,-0.327226647,-0.121441173
"765","Phalanger_ornatus","Diprotodontia","Phalangeridae","Phalanger","ornatus",7.02,1800,-0.335163502,-0.127902022
"766","Phalanger_orientalis","Diprotodontia","Phalangeridae","Phalanger","orientalis",7.37,2500,-0.421034738,-0.196561384
"767","Pseudochirops_cupreus","Diprotodontia","Pseudocheiridae","Pseudochirops","cupreus",7.54,1700,-0.285511409,-0.081244728
"768","Lagorchestes_hirsutus","Diprotodontia","Macropodidae","Lagorchestes","hirsutus",7.77,1265,-0.176192053,0.012589051
"769","Phalanger_mimicus","Diprotodontia","Phalangeridae","Phalanger","mimicus",8.13,2000,-0.305728502,-0.092946689
"770","Phalanger_carmelitae","Diprotodontia","Phalangeridae","Phalanger","carmelitae",8.49,1000,-0.061136784,0.115327786
"771","Bettongia_tropica","Diprotodontia","Potoroidae","Bettongia","tropica",8.92,1200,-0.0990661,0.086951153
"772","Potorous_tridactylus","Diprotodontia","Potoroidae","Potorous","tridactylus",9.53,1100,-0.041996373,0.139461945
"773","Phalanger_vestitus","Diprotodontia","Phalangeridae","Phalanger","vestitus",9.54,1850,-0.210876739,-0.002179698
"774","Bettongia_penicillata","Diprotodontia","Potoroidae","Bettongia","penicillata",9.56,1300,-0.095044882,0.095166186
"775","Phalanger_sericeus","Diprotodontia","Phalangeridae","Phalanger","sericeus",9.96,2003,-0.218047929,-0.005187583
"776","Wyulda_squamicaudata","Diprotodontia","Phalangeridae","Wyulda","squamicaudata",10.1,1675,-0.153735754,0.049754695
"777","Onychogalea_lunata","Diprotodontia","Macropodidae","Onychogalea","lunata",10.2,3500,-0.389499089,-0.147396371
"778","Bettongia_lesueur","Diprotodontia","Potoroidae","Bettongia","lesueur",10.5,1300,-0.054313475,0.135897593
"779","Petrogale_concinna","Diprotodontia","Macropodidae","Petrogale","concinna",11,1350,-0.046403014,0.145785447
"780","Trichosurus_vulpecula","Diprotodontia","Phalangeridae","Trichosurus","vulpecula",11,2600,-0.259884663,-0.033356351
"781","Bettongia_gaimardi","Diprotodontia","Potoroidae","Bettongia","gaimardi",11.7,1660,-0.086941197,0.116077932
"782","Dorcopsulus_vanheurni","Diprotodontia","Macropodidae","Dorcopsulus","vanheurni",11.8,1696.5,-0.090329448,0.11382925
"783","Trichosurus_caninus","Diprotodontia","Phalangeridae","Trichosurus","caninus",11.9,2900,-0.264964155,-0.032714379
"784","Aepyprymnus_rufescens","Diprotodontia","Potoroidae","Aepyprymnus","rufescens",12.3,2600,-0.211372236,0.015156075
"785","Lagorchestes_leporides","Diprotodontia","Macropodidae","Lagorchestes","leporides",12.6,3000,-0.247518161,-0.013492123
"786","Phalanger_gymnotis","Diprotodontia","Phalangeridae","Phalanger","gymnotis",13,2700,-0.199626921,0.028878784
"787","Spilocuscus_maculatus","Diprotodontia","Phalangeridae","Spilocuscus","maculatus",13.4,3815,-0.299064594,-0.052446621
"788","Dorcopsulus_macleayi","Diprotodontia","Macropodidae","Dorcopsulus","macleayi",13.5,2988,-0.21624943,0.017566609
"789","Setonix_brachyurus","Diprotodontia","Macropodidae","Setonix","brachyurus",13.9,3250,-0.230945726,0.007274127
"790","Lagorchestes_conspicillatus","Diprotodontia","Macropodidae","Lagorchestes","conspicillatus",14,3000,-0.201760671,0.032265367
"791","Onychogalea_fraenata","Diprotodontia","Macropodidae","Onychogalea","fraenata",14.7,4550,-0.316240226,-0.060391009
"792","Petrogale_brachyotis","Diprotodontia","Macropodidae","Petrogale","brachyotis",15.75,4050,-0.248359374,0.001390557
"793","Dorcopsis_atrata","Diprotodontia","Macropodidae","Dorcopsis","atrata",16.7,2050,-0.001145549,0.212930026
"794","Onychogalea_unguifera","Diprotodontia","Macropodidae","Onychogalea","unguifera",16.7,6650,-0.384449913,-0.108717449
"795","Spilocuscus_rufoniger","Diprotodontia","Phalangeridae","Spilocuscus","rufoniger",16.8,6000,-0.348353998,-0.078010717
"796","Petrogale_mareeba","Diprotodontia","Macropodidae","Petrogale","mareeba",17,4150,-0.223135889,0.027892025
"797","Petrogale_inornata","Diprotodontia","Macropodidae","Petrogale","inornata",17,4600,-0.256668499,-0.000246656
"798","Thylogale_brunii","Diprotodontia","Macropodidae","Thylogale","brunii",17.5,3620,-0.166041708,0.077827291
"799","Petrogale_assimilis","Diprotodontia","Macropodidae","Petrogale","assimilis",17.5,4500,-0.236920317,0.018349947
"800","Thylogale_stigmatica","Diprotodontia","Macropodidae","Thylogale","stigmatica",17.8,4600,-0.236697418,0.019724425
"801","Petrogale_godmani","Diprotodontia","Macropodidae","Petrogale","godmani",18,4750,-0.242296844,0.015806256
"802","Thylogale_browni","Diprotodontia","Macropodidae","Thylogale","browni",18.3,5478,-0.281565001,-0.015990654
"803","Dendrolagus_bennettianus","Diprotodontia","Macropodidae","Dendrolagus","bennettianus",18.5,10950,-0.502440506,-0.200577617
"804","Macropus_parma","Diprotodontia","Macropodidae","Macropus","parma",18.7,4275,-0.191409309,0.061173457
"805","Petrogale_lateralis","Diprotodontia","Macropodidae","Petrogale","lateralis",19.2,4600,-0.203816191,0.052605651
"806","Thylogale_thetis","Diprotodontia","Macropodidae","Thylogale","thetis",19.2,5400,-0.256043618,0.008779331
"807","Phascolarctos_cinereus","Diprotodontia","Phascolarctidae","Phascolarctos","cinereus",20.2,5800,-0.257269366,0.011297653
"808","Dorcopsis_muelleri","Diprotodontia","Macropodidae","Dorcopsis","muelleri",20.4,3150,-0.05415066,0.182431725
"809","Dorcopsis_luctuosa","Diprotodontia","Macropodidae","Dorcopsis","luctuosa",20.6,6350,-0.278263086,-0.004949268
"810","Petrogale_herberti","Diprotodontia","Macropodidae","Petrogale","herberti",21.2,5150,-0.197568945,0.064770377
"811","Petrogale_persephone","Diprotodontia","Macropodidae","Petrogale","persephone",21.5,6200,-0.251905248,0.020156047
"812","Thylogale_billardierii","Diprotodontia","Macropodidae","Thylogale","billardierii",22.1,5450,-0.197954657,0.067351195
"813","Dorcopsis_hageni","Diprotodontia","Macropodidae","Dorcopsis","hageni",22.5,5500,-0.193139081,0.072645266
"814","Petrogale_xanthopus","Diprotodontia","Macropodidae","Petrogale","xanthopus",23,7500,-0.284618622,-0.0025838
"815","Macropus_eugenii","Diprotodontia","Macropodidae","Macropus","eugenii",23.7,6500,-0.224986754,0.049550342
"816","Petrogale_penicillata","Diprotodontia","Macropodidae","Petrogale","penicillata",23.9,7100,-0.250096207,0.029066954
"817","Macropus_irma","Diprotodontia","Macropodidae","Macropus","irma",24.7,8000,-0.274671241,0.010745059
"818","Macropus_greyi","Diprotodontia","Macropodidae","Macropus","greyi",25,19000,-0.551178488,-0.220440901
"819","Dendrolagus_lumholtzi","Diprotodontia","Macropodidae","Dendrolagus","lumholtzi",26.2,7195,-0.214522194,0.065337375
"820","Dendrolagus_ursinus","Diprotodontia","Macropodidae","Dendrolagus","ursinus",26.3,8200,-0.255455419,0.031254643
"821","Dendrolagus_matschiei","Diprotodontia","Macropodidae","Dendrolagus","matschiei",27.5,8800,-0.2590803,0.031329749
"822","Dendrolagus_goodfellowi","Diprotodontia","Macropodidae","Dendrolagus","goodfellowi",28.4,7500,-0.193028118,0.089006704
"823","Dendrolagus_spadix","Diprotodontia","Macropodidae","Dendrolagus","spadix",28.5,9100,-0.254487274,0.037679186
"824","Dendrolagus_scottae","Diprotodontia","Macropodidae","Dendrolagus","scottae",29.2,10500,-0.290560642,0.009103545
"825","Macropus_dorsalis","Diprotodontia","Macropodidae","Macropus","dorsalis",29.2,11250,-0.313033266,-0.009754218
"826","Dendrolagus_inustus","Diprotodontia","Macropodidae","Dendrolagus","inustus",30.1,13450,-0.358027478,-0.04539016
"827","Dendrolagus_dorianus","Diprotodontia","Macropodidae","Dendrolagus","dorianus",32.3,9550,-0.215851241,0.078844141
"828","Wallabia_bicolor","Diprotodontia","Macropodidae","Wallabia","bicolor",32.9,15000,-0.354925134,-0.036573068
"829","Macropus_agilis","Diprotodontia","Macropodidae","Macropus","agilis",33.3,15000,-0.349676798,-0.031324732
"830","Macropus_rufogriseus","Diprotodontia","Macropodidae","Macropus","rufogriseus",36,16200,-0.340886578,-0.018502161
"831","Macropus_parryi","Diprotodontia","Macropodidae","Macropus","parryi",41.3,13500,-0.221852547,0.090979186
"832","Lasiorhinus_latifrons","Diprotodontia","Vombatidae","Lasiorhinus","latifrons",55.5,26000,-0.306991263,0.04018032
"833","Macropus_antilopinus","Diprotodontia","Macropodidae","Macropus","antilopinus",56.8,27250,-0.312230921,0.03740096
"834","Macropus_fuliginosus","Diprotodontia","Macropodidae","Macropus","fuliginosus",58,28850,-0.321735917,0.030885421
"835","Macropus_robustus","Diprotodontia","Macropodidae","Macropus","robustus",59,21200,-0.213953508,0.122524558
"836","Vombatus_ursinus","Diprotodontia","Vombatidae","Vombatus","ursinus",59,26000,-0.280432235,0.066739348
"837","Macropus_rufus","Diprotodontia","Macropodidae","Macropus","rufus",62.4,46250,-0.443705174,-0.066356078
"838","Macropus_giganteus","Diprotodontia","Macropodidae","Macropus","giganteus",69.8,26400,-0.212401804,0.135569714
"839","Petaurus_biacensis","Diprotodontia","Petauridae","Petaurus","biacensis",1.68,84.5,0.04012968,0.087126731
"840","Petaurus_abidi","Diprotodontia","Petauridae","Petaurus","abidi",3.83,284,0.003169317,0.113680422
"841","Phalanger_rothschildi","Diprotodontia","Phalangeridae","Phalanger","rothschildi",6.14,1244,-0.272992042,-0.085088032
"842","Strigocuscus_pelengensis","Diprotodontia","Phalangeridae","Strigocuscus","pelengensis",6.22,991,-0.193309303,-0.017318421
"843","Phalanger_intercastellanus","Diprotodontia","Phalangeridae","Phalanger","intercastellanus",7.35,1434,-0.241170078,-0.045818907
"844","Spilocuscus_kraemeri","Diprotodontia","Phalangeridae","Spilocuscus","kraemeri",11.5,1547,-0.071465676,0.127859624
"845","Atelerix_albiventris","Erinaceomorpha","Erinaceidae","Atelerix","albiventris",2.24,280,-0.225161165,NA
"846","Erinaceus_europaeus","Erinaceomorpha","Erinaceidae","Erinaceus","europaeus",3.67,720.44,-0.31857579,NA
"847","Hemiechinus_auritus","Erinaceomorpha","Erinaceidae","Hemiechinus","auritus",1.9,250,-0.259741726,NA
"848","Paraechinus_hypomelas","Erinaceomorpha","Erinaceidae","Paraechinus","hypomelas",2.4,550,-0.415103458,NA
"849","Mesechinus_dauuricus","Erinaceomorpha","Erinaceidae","Mesechinus","dauuricus",2.9,342,-0.178162841,NA
"850","Atelerix_algirus","Erinaceomorpha","Erinaceidae","Atelerix","algirus",3.2,790,-0.408114108,NA
"851","Echinosorex_gymnura","Erinaceomorpha","Erinaceidae","Echinosorex","gymnura",5.5,957,-0.235365606,NA
"852","Procavia_capensis","Hyracoidea","Procaviidae","Procavia","capensis",19.47,2321.67,0.024968587,NA
"853","Heterohyrax_brucei","Hyracoidea","Procaviidae","Heterohyrax","brucei",12.27,2625,-0.215549783,NA
"854","Dendrohyrax_arboreus","Hyracoidea","Procaviidae","Dendrohyrax","arboreus",12.3,2950,-0.252509116,NA
"855","Ochotona_hyperborea","Lagomorpha","Ochotonidae","Ochotona","hyperborea",2.22,120,0.046928919,0.037349765
"856","Ochotona_princeps","Lagomorpha","Ochotonidae","Ochotona","princeps",2.39,169,-0.032556275,-0.020880976
"857","Ochotona_rufescens","Lagomorpha","Ochotonidae","Ochotona","rufescens",2.75,250,-0.099162633,-0.063181636
"858","Sylvilagus_audubonii","Lagomorpha","Leporidae","Sylvilagus","audubonii",6.07,792.5,-0.131104539,-0.023507204
"859","Sylvilagus_bachmani","Lagomorpha","Leporidae","Sylvilagus","bachmani",6.58,712.4,-0.061360497,0.039622707
"860","Sylvilagus_floridanus","Lagomorpha","Leporidae","Sylvilagus","floridanus",7.56,1036,-0.123042601,0.001186124
"861","Lepus_americanus","Lagomorpha","Leporidae","Lepus","americanus",9.72,1500,-0.134447868,0.012754191
"862","Lepus_capensis","Lagomorpha","Leporidae","Lepus","capensis",10.78,2412.5,-0.244278843,-0.067579478
"863","Oryctolagus_cuniculus","Lagomorpha","Leporidae","Oryctolagus","cuniculus",11.09,2157.6,-0.195593432,-0.02582565
"864","Lepus_nigricollis","Lagomorpha","Leporidae","Lepus","nigricollis",11.49,1961,-0.149084658,0.014752486
"865","Lepus_californicus","Lagomorpha","Leporidae","Lepus","californicus",13.23,2314.9,-0.141886321,0.032249584
"866","Lepus_europaeus","Lagomorpha","Leporidae","Lepus","europaeus",14.35,1954,-0.051387999,0.112227169
"867","Lepus_arcticus","Lagomorpha","Leporidae","Lepus","arcticus",15.8,4231,-0.261223978,-0.049653196
"868","Sylvilagus_brasiliensis","Lagomorpha","Leporidae","Sylvilagus","brasiliensis",4.5,439,-0.068677884,0.002252972
"869","Lepus_timidus","Lagomorpha","Leporidae","Lepus","timidus",15.1,3274.5,-0.197429827,-0.001766858
"870","Rhynchocyon_petersi","Macroscelidea","Macroscelididae","Rhynchocyon","petersi",5.4,370,0.066200972,NA
"871","Elephantulus_intufi","Macroscelidea","Macroscelididae","Elephantulus","intufi",1.14,49.545,0.045619506,NA
"872","Elephantulus_fuscipes","Macroscelidea","Macroscelididae","Elephantulus","fuscipes",1.33,57,0.066909608,NA
"873","Elephantulus_myurus","Macroscelidea","Macroscelididae","Elephantulus","myurus",1.37,54.576,0.09393353,NA
"874","Rhynchocyon_cirnei","Macroscelidea","Macroscelididae","Rhynchocyon","cirnei",5.9,507.5,0.001732535,NA
"875","Dromiciops_gliroides","Microbiotheria","Microbiotheriidae","Dromiciops","gliroides",0.81,24,0.133293289,NA
"876","Ornithorhynchus_anatinus","Monotremata","Ornithorhynchidae","Ornithorhynchus","anatinus",10.08,1389,-0.093611611,NA
"877","Tachyglossus_aculeatus","Monotremata","Tachyglossidae","Tachyglossus","aculeatus",20.73,4250,-0.144741204,NA
"878","Zaglossus_bruijni","Monotremata","Tachyglossidae","Zaglossus","bruijni",37.35,7500,-0.074055852,NA
"879","Notoryctes_caurinus","Notoryctemorphia","Notoryctidae","Notoryctes","caurinus",0.78,55,-0.153213198,NA
"880","Rhyncholestes_raphanurus","Paucituberculata","Caenolestidae","Rhyncholestes","raphanurus",0.65,23.5,0.044579224,NA
"881","Caenolestes_fuliginosus","Paucituberculata","Caenolestidae","Caenolestes","fuliginosus",0.68,35,-0.06557655,NA
"882","Chaeropus_ecaudatus","Peramelemorphia","Chaeropodidae","Chaeropus","ecaudatus",2.4,200,-0.085600907,-0.10848691
"883","Perameles_bougainville","Peramelemorphia","Peramelidae","Perameles","bougainville",3.21,226,0.000883685,0.004921566
"884","Echymipera_kalubu","Peramelemorphia","Peramelidae","Echymipera","kalubu",3.67,950,-0.40867096,-0.088306128
"885","Echymipera_rufescens","Peramelemorphia","Peramelidae","Echymipera","rufescens",3.73,1700,-0.591173923,-0.142614921
"886","Microperoryctes_longicauda","Peramelemorphia","Peramelidae","Microperoryctes","longicauda",3.81,538,-0.207204348,-0.012099776
"887","Macrotis_leucura","Peramelemorphia","Thylacomyidae","Macrotis","leucura",4.3,355.5,-0.019702623,0.08412656
"888","Isoodon_macrourus","Peramelemorphia","Peramelidae","Isoodon","macrourus",4.42,1600,-0.4977136,-0.062509874
"889","Echymipera_clara","Peramelemorphia","Peramelidae","Echymipera","clara",4.48,1236.5,-0.407912686,-0.029483024
"890","Perameles_gunnii","Peramelemorphia","Peramelidae","Perameles","gunnii",4.5,750,-0.243127046,0.025162616
"891","Perameles_nasuta","Peramelemorphia","Peramelidae","Perameles","nasuta",4.96,960,-0.2812661,0.041405503
"892","Peroryctes_raffrayana","Peramelemorphia","Peramelidae","Peroryctes","raffrayana",6.33,830,-0.127948775,0.162668294
"893","Macrotis_lagotis","Peramelemorphia","Thylacomyidae","Macrotis","lagotis",6.57,1800,-0.363935244,0.097215447
"894","Isoodon_obesulus","Peramelemorphia","Peramelidae","Isoodon","obesulus",4.03,691,-0.264346856,-0.014106675
"895","Rhynchomeles_prattorum","Peramelemorphia","Peramelidae","Rhynchomeles","prattorum",4.9,907,-0.268053567,0.042107322
"896","Equus_asinus","Perissodactyla","Equidae","Equus","asinus",434,234000,-0.129482982,0.059071616
"897","Tapirus_indicus","Perissodactyla","Tapiridae","Tapirus","indicus",265,201000,-0.294211533,-0.125195262
"898","Equus_zebra","Perissodactyla","Equidae","Equus","zebra",548,275885,-0.08182682,0.127891573
"899","Diceros_bicornis","Perissodactyla","Rhinocerotidae","Diceros","bicornis",655,765450,-0.33676069,0.004117856
"900","Equus_caballus","Perissodactyla","Equidae","Equus","caballus",693,340722,-0.048628842,0.188219583
"901","Tapirus_bairdii","Perissodactyla","Tapiridae","Tapirus","bairdii",85,14260,0.073776846,-0.097272056
"902","Tapirus_terrestris","Perissodactyla","Tapiridae","Tapirus","terrestris",180.5,160000,-0.386672461,-0.246977407
"903","Equus_quagga","Perissodactyla","Equidae","Equus","quagga",562,264514,-0.057161368,0.147147293
"904","Equus_burchellii","Perissodactyla","Equidae","Equus","burchellii",612,250000,-0.001764601,0.195290809
"905","Ceratotherium_simum","Perissodactyla","Rhinocerotidae","Ceratotherium","simum",643,1400000,-0.541451233,-0.122972198
"906","Rhinoceros_unicornis","Perissodactyla","Rhinocerotidae","Rhinoceros","unicornis",786,2250000,-0.608781943,-0.129321807
"907","Manis_tricuspis","Pholidota","Manidae","Manis","tricuspis",9.4,1790,-0.206558138,NA
"908","Manis_javanica","Pholidota","Manidae","Manis","javanica",13.7,5150,-0.387184239,NA
"909","Manis_pentadactyla","Pholidota","Manidae","Manis","pentadactyla",17.64,4675,-0.245886725,NA
"910","Bradypus_variegatus","Pilosa","Bradypodidae","Bradypus","variegatus",16.03,3263,-0.1703273,NA
"911","Choloepus_hoffmanni","Pilosa","Megalonychidae","Choloepus","hoffmanni",24.54,5048,-0.127514276,NA
"912","Tamandua_tetradactyla","Pilosa","Myrmecophagidae","Tamandua","tetradactyla",27.5,4361,-0.030405757,NA
"913","Choloepus_didactylus","Pilosa","Megalonychidae","Choloepus","didactylus",28.2,5070,-0.068556199,NA
"914","Myrmecophaga_tridactyla","Pilosa","Myrmecophagidae","Myrmecophaga","tridactyla",84,18940,-0.023808981,NA
"915","Cyclopes_didactylus","Pilosa","Cyclopedidae","Cyclopes","didactylus",4.29,400,-0.05912943,NA
"916","Bradypus_tridactylus","Pilosa","Bradypodidae","Bradypus","tridactylus",24.9,4097,-0.053198825,NA
"917","Microcebus_rufus","Primates","Cheirogaleidae","Microcebus","rufus",1.716401667,42.5,0.273292219,0.076282519
"918","Cheirogaleus_adipicaudatus","Primates","Cheirogaleidae","Cheirogaleus","adipicaudatus",3.037359,340,-0.156154303,-0.393345979
"919","Galago_thomasi","Primates","Galagidae","Galago","thomasi",3.1175415,116.5,0.204029767,-0.012465448
"920","Cheirogaleus_medius","Primates","Cheirogaleidae","Cheirogaleus","medius",3.34,179.67,0.09285046,-0.132016262
"921","Tarsius_syrichta","Primates","Tarsiidae","Tarsius","syrichta",3.358721556,125.5,0.212152952,-0.005780208
"922","Galago_moholi","Primates","Galagidae","Galago","moholi",3.705247654,148.379097,0.200248941,-0.020920214
"923","Galago_matschiei","Primates","Galagidae","Galago","matschiei",4.621870667,209.5,0.183889977,-0.043944863
"924","Euoticus_pallidus","Primates","Galagidae","Euoticus","pallidus",5.185675111,300,0.116923497,-0.117849596
"925","Galago_gabonensis","Primates","Galagidae","Galago","gabonensis",5.357372143,273,0.161789246,-0.07116144
"926","Euoticus_elegantulus","Primates","Galagidae","Euoticus","elegantulus",5.534683,274,0.174739235,-0.058282103
"927","Galago_cameronensis","Primates","Galagidae","Galago","cameronensis",5.580927369,251.5,0.20626254,-0.025103066
"928","Mirza_coquereli","Primates","Cheirogaleidae","Mirza","coquereli",5.79587525,311.5,0.152984512,-0.082515469
"929","Phaner_pallescens","Primates","Cheirogaleidae","Phaner","pallescens",6.681421429,339,0.187177859,-0.049956899
"930","Lepilemur_dorsalis","Primates","Lepilemuridae","Lepilemur","dorsalis",6.7,870,-0.118608693,-0.373955667
"931","Lepilemur_leucopus","Primates","Lepilemuridae","Lepilemur","leucopus",6.869683333,605.5,0.010308137,-0.238035273
"932","Arctocebus_calabarensis","Primates","Lorisidae","Arctocebus","calabarensis",6.921393272,309,0.232683712,-0.002660559
"933","Lepilemur_edwardsi","Primates","Lepilemuridae","Lepilemur","edwardsi",7.25,931,-0.106418514,-0.363074961
"934","Callithrix_jacchus","Primates","Cebidae","Callithrix","jacchus",7.73,347.45,0.24246895,0.004858436
"935","Avahi_occidentalis","Primates","Indridae","Avahi","occidentalis",7.95,801.4,-0.017563685,-0.271323566
"936","Lepilemur_ruficaudatus","Primates","Lepilemuridae","Lepilemur","ruficaudatus",8.25,804.5,-0.00273441,-0.256568894
"937","Saguinus_niger","Primates","Cebidae","Saguinus","niger",9.481117691,375,0.306294552,0.067209556
"938","Saguinus_pileatus","Primates","Cebidae","Saguinus","pileatus",9.555186215,524.5,0.200387495,-0.045180891
"939","Saguinus_oedipus","Primates","Cebidae","Saguinus","oedipus",9.64,327.14,0.357985671,0.121539057
"940","Saguinus_leucopus","Primates","Cebidae","Saguinus","leucopus",9.701980496,524.5,0.207008737,-0.038559649
"941","Lepilemur_microdon","Primates","Lepilemuridae","Lepilemur","microdon",9.75,970,0.008881432,-0.248567987
"942","Saguinus_midas","Primates","Cebidae","Saguinus","midas",9.783900055,563,0.187587959,-0.059349188
"943","Saguinus_labiatus","Primates","Cebidae","Saguinus","labiatus",10.01174938,520,0.223464947,-0.021936936
"944","Otolemur_monteiri","Primates","Galagidae","Otolemur","monteiri",11.4,1318.5,-0.023200552,-0.286581379
"945","Otolemur_garnettii","Primates","Galagidae","Otolemur","garnettii",11.49575776,764,0.158173917,-0.094662449
"946","Otolemur_crassicaudatus","Primates","Galagidae","Otolemur","crassicaudatus",11.77750484,1150,0.035485019,-0.22525366
"947","Leontopithecus_chrysomelas","Primates","Cebidae","Leontopithecus","chrysomelas",11.84274929,655,0.221228354,-0.028633505
"948","Leontopithecus_rosalia","Primates","Cebidae","Leontopithecus","rosalia",13.05,512.38,0.343373914,0.098257289
"949","Hapalemur_alaotrensis","Primates","Lemuridae","Hapalemur","alaotrensis",13.8,1239.5,0.079899071,-0.182287825
"950","Saguinus_geoffroyi","Primates","Cebidae","Saguinus","geoffroyi",14.27,634.67,0.312469884,0.063217294
"951","Aotus_trivirgatus","Primates","Aotidae","Aotus","trivirgatus",16.04,701.68,0.330556628,0.0793645
"952","Callicebus_caligatus","Primates","Pitheciidae","Callicebus","caligatus",17.25,880,0.288383004,0.032815189
"953","Callicebus_discolor","Primates","Pitheciidae","Callicebus","discolor",17.52877484,875,0.297201449,0.041743739
"954","Callicebus_lugens","Primates","Pitheciidae","Callicebus","lugens",18.97246891,1090,0.260009244,0.000305998
"955","Callicebus_medemi","Primates","Pitheciidae","Callicebus","medemi",19.4358771,1156.75,0.251129603,-0.009722164
"956","Callithrix_geoffroyi","Primates","Cebidae","Callithrix","geoffroyi",19.9,793,0.384354407,0.130798137
"957","Eulemur_coronatus","Primates","Lemuridae","Eulemur","coronatus",20.65096286,1180,0.27098383,0.009747525
"958","Eulemur_albifrons","Primates","Lemuridae","Eulemur","albifrons",21.4474,2335.5,0.065042733,-0.209385913
"959","Eulemur_albocollaris","Primates","Lemuridae","Eulemur","albocollaris",22.1,2140,0.10653519,-0.166204196
"960","Saimiri_oerstedii","Primates","Cebidae","Saimiri","oerstedii",22.45,605,0.524856846,0.2765294
"961","Saimiri_sciureus","Primates","Cebidae","Saimiri","sciureus",23.35,578.7,0.556403938,0.308935308
"962","Eulemur_rufus","Primates","Lemuridae","Eulemur","rufus",25.39597,2220,0.154953211,-0.118495372
"963","Propithecus_deckenii","Primates","Indridae","Propithecus","deckenii",30.15115857,3531.666667,0.078270971,-0.204148768
"964","Propithecus_coquereli","Primates","Indridae","Propithecus","coquereli",30.1941,3728.5,0.061223062,-0.222244706
"965","Varecia_variegata","Primates","Lemuridae","Varecia","variegata",31.2,2705.5,0.179921484,-0.097348881
"966","Miopithecus_ogouensis","Primates","Cercopithecidae","Miopithecus","ogouensis",37.35100076,1750,0.399977555,0.131125854
"967","Propithecus_diadema","Primates","Indridae","Propithecus","diadema",39.79932123,6130,0.019230403,-0.273844764
"968","Alouatta_seniculus","Primates","Atelidae","Alouatta","seniculus",45.5,2827.5,0.329411848,0.051289199
